Video Name,Label
v_ApplyEyeMakeup_g07_c02.avi,0
v_ApplyEyeMakeup_g08_c04.avi,0
v_ApplyEyeMakeup_g13_c04.avi,0
v_ApplyEyeMakeup_g12_c05.avi,0
v_ApplyEyeMakeup_g09_c07.avi,0
v_ApplyEyeMakeup_g25_c07.avi,0
v_ApplyEyeMakeup_g10_c02.avi,0
v_ApplyEyeMakeup_g22_c04.avi,0
v_ApplyEyeMakeup_g14_c02.avi,0
v_ApplyEyeMakeup_g12_c06.avi,0
v_ApplyLipstick_g08_c02.avi,1
v_ApplyLipstick_g21_c05.avi,1
v_ApplyLipstick_g02_c04.avi,1
v_ApplyLipstick_g11_c03.avi,1
v_ApplyLipstick_g07_c03.avi,1
v_ApplyLipstick_g17_c05.avi,1
v_ApplyLipstick_g07_c01.avi,1
v_ApplyLipstick_g20_c02.avi,1
v_ApplyLipstick_g23_c04.avi,1
v_ApplyLipstick_g23_c01.avi,1
